Memory Length,4000,
Trigger Level,0.000E+00,
Source,CH2,
Probe,1X,
Vertical Units,V,
Vertical Scale,2.000E-02,
Vertical Position,0.000E+00,
Horizontal Units,s,
Horizontal Scale,1.000E-03,
Horizontal Position,0.000E+00,
Horizontal Mode,Main,
Sampling Period,4.000E-06,
Firmware,V1.13.001,
Time, ,
Mode,Fast,
Waveform Data,
4,
4,
-1,
-2,
-1,
0,
0,
0,
-1,
0,
-1,
-1,
-1,
0,
-1,
-1,
-1,
0,
-1,
-1,
0,
0,
0,
-1,
0,
-1,
0,
-1,
0,
-1,
0,
0,
1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,
0,
0,
0,
0,
1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
0,
0,
-1,
-1,
-1,
-1,
0,
0,
-1,
0,
-1,
0,
0,
0,
-1,
-1,
0,
-1,
-1,
0,
-1,
-1,
0,
-2,
0,
0,
-1,
-1,
-1,
-1,
0,
0,
0,
-1,
0,
0,
0,
-1,
-1,
0,
-1,
-1,
-1,
0,
0,
0,
-1,
-1,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
0,
0,
-1,
0,
0,
0,
-1,
-1,
-1,
0,
0,
-2,
-1,
-1,
-1,
0,
-1,
0,
0,
0,
0,
0,
-1,
-1,
-1,
0,
0,
0,
0,
0,
-1,
-1,
-1,
-1,
0,
0,
0,
0,
0,
0,
-1,
-1,
0,
-1,
0,
0,
-1,
-1,
0,
0,
0,
-1,
-1,
0,
0,
0,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
0,
0,
-1,
0,
0,
0,
0,
0,
0,
0,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
0,
0,
-1,
0,
0,
-1,
-1,
-1,
0,
0,
-2,
-1,
0,
0,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-2,
-1,
-1,
-2,
-1,
-1,
-2,
-2,
-2,
-2,
-1,
-2,
-1,
-2,
-2,
-2,
-1,
-2,
-2,
-2,
-2,
-1,
-2,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,
0,
0,
1,
1,
1,
1,
1,
2,
1,
2,
2,
2,
2,
2,
2,
2,
2,
2,
2,
3,
3,
3,
2,
3,
2,
2,
2,
3,
2,
2,
2,
2,
3,
2,
2,
2,
2,
2,
2,
2,
1,
2,
1,
2,
1,
1,
0,
1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
-1,
-1,
-1,
-2,
-2,
-1,
-2,
-1,
-2,
-2,
-2,
-2,
-2,
-2,
-3,
-3,
-3,
-3,
-3,
-3,
-4,
-3,
-4,
-4,
-4,
-4,
-4,
-4,
-4,
-4,
-4,
-4,
-4,
-4,
-4,
-4,
-3,
-4,
-4,
-4,
-4,
-3,
-4,
-4,
-3,
-3,
-4,
-4,
-3,
-3,
-4,
-3,
-3,
-2,
-3,
-2,
-2,
-2,
-1,
-2,
-2,
-2,
-2,
-1,
-1,
