Memory Length,4000,
Trigger Level,-4.000E-01,
Source,CH2,
Probe,1X,
Vertical Units,V,
Vertical Scale,1.000E+01,
Vertical Position,0.000E+00,
Horizontal Units,s,
Horizontal Scale,1.000E-03,
Horizontal Position,0.000E+00,
Horizontal Mode,Main,
Sampling Period,4.000E-06,
Firmware,V1.13.001,
Time, ,
Mode,Fast,
Waveform Data,
-34,
-34,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
25,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
26,
25,
26,
25,
25,
26,
25,
25,
25,
25,
26,
25,
25,
25,
25,
24,
25,
25,
25,
25,
25,
25,
25,
25,
25,
24,
24,
25,
25,
25,
25,
25,
25,
24,
25,
24,
25,
24,
24,
25,
25,
24,
24,
24,
24,
24,
25,
25,
25,
24,
25,
24,
24,
25,
25,
24,
24,
25,
25,
25,
25,
24,
24,
25,
25,
25,
24,
24,
24,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
25,
24,
25,
25,
25,
25,
25,
25,
25,
26,
26,
25,
25,
25,
25,
25,
25,
26,
25,
26,
25,
25,
26,
26,
25,
25,
26,
26,
25,
25,
26,
26,
26,
26,
26,
25,
26,
26,
26,
26,
26,
26,
26,
26,
25,
26,
26,
25,
25,
26,
25,
25,
26,
26,
25,
26,
25,
26,
25,
25,
25,
25,
25,
26,
25,
25,
25,
25,
25,
24,
25,
25,
25,
25,
25,
25,
25,
25,
24,
24,
25,
25,
24,
25,
25,
24,
25,
24,
24,
25,
25,
24,
24,
24,
24,
24,
24,
24,
25,
24,
25,
24,
24,
24,
24,
25,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
23,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
23,
24,
23,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
25,
24,
24,
24,
24,
24,
24,
24,
25,
25,
24,
24,
25,
24,
25,
25,
25,
25,
25,
24,
25,
24,
24,
24,
25,
24,
24,
24,
25,
24,
25,
24,
24,
25,
24,
24,
25,
24,
25,
24,
24,
25,
24,
25,
24,
24,
24,
24,
25,
24,
25,
25,
24,
25,
25,
24,
24,
24,
24,
25,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
24,
23,
23,
23,
24,
24,
24,
23,
24,
24,
24,
24,
23,
23,
24,
23,
24,
23,
23,
22,
22,
21,
20,
20,
19,
18,
17,
16,
15,
14,
13,
11,
10,
8,
7,
6,
5,
2,
2,
-1,
-2,
-4,
-6,
-7,
-9,
-11,
-13,
-15,
-17,
-19,
-21,
-22,
-24,
-26,
-28,
-30,
-32,
-34,
-36,
-37,
-39,
-41,
-42,
-44,
-46,
-47,
-48,
-50,
-52,
-53,
-54,
-55,
-57,
-58,
-59,
-60,
-61,
-62,
-62,
-63,
-64,
-65,
-65,
-66,
-66,
-67,
-67,
-67,
-67,
-68,
-68,
-68,
-68,
-67,
-67,
-67,
-66,
-66,
-66,
-66,
-64,
-64,
-63,
-63,
-62,
-62,
-61,
-59,
-58,
-57,
-57,
-55,
-54,
-53,
-52,
-50,
-49,
-48,
-46,
-45,
-43,
-42,
-41,
-39,
-38,
-37,
-36,
-34,
-33,
-32,
-30,
-28,
-26,
-26,
-24,
-23,
-22,
-21,
-19,
-18,
-17,
-16,
-14,
-14,
-12,
-11,
-10,
-10,
-8,
-7,
-6,
-6,
-5,
-4,
-3,
-2,
-3,
-2,
-1,
-2,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
-1,
-1,
-1,
-2,
-1,
-2,
-3,
-3,
-4,
-5,
-5,
-6,
-6,
-7,
-8,
-9,
-10,
-11,
-12,
-13,
-14,
-15,
-15,
-17,
-18,
-18,
-19,
-21,
-21,
-23,
-24,
-25,
-25,
-27,
-27,
-29,
-30,
-31,
-32,
-33,
-34,
-35,
-36,
-36,
-38,
-39,
-39,
