Memory Length,4000,
Trigger Level,0.000E+00,
Source,CH2,
Probe,1X,
Vertical Units,V,
Vertical Scale,5.000E-03,
Vertical Position,0.000E+00,
Horizontal Units,s,
Horizontal Scale,1.000E-03,
Horizontal Position,0.000E+00,
Horizontal Mode,Main,
Sampling Period,4.000E-06,
Firmware,V1.13.001,
Time, ,
Mode,Fast,
Waveform Data,
16,
16,
16,
16,
16,
17,
17,
18,
18,
18,
19,
19,
20,
19,
20,
20,
19,
20,
21,
20,
21,
21,
21,
22,
22,
22,
22,
23,
24,
23,
23,
23,
24,
23,
24,
24,
24,
24,
24,
24,
25,
25,
25,
25,
25,
25,
26,
26,
25,
26,
26,
26,
26,
27,
26,
26,
27,
27,
27,
26,
26,
26,
27,
26,
27,
26,
26,
26,
26,
26,
26,
27,
26,
26,
26,
26,
25,
25,
25,
25,
25,
25,
24,
24,
24,
24,
24,
24,
24,
24,
24,
25,
24,
24,
23,
23,
23,
23,
23,
22,
22,
22,
21,
21,
21,
21,
20,
20,
20,
19,
20,
20,
18,
19,
18,
18,
18,
18,
18,
17,
17,
16,
16,
16,
16,
15,
15,
14,
14,
14,
14,
13,
13,
13,
12,
12,
11,
12,
11,
11,
10,
9,
9,
8,
8,
8,
8,
8,
7,
6,
6,
7,
5,
5,
5,
4,
4,
4,
3,
2,
2,
2,
2,
1,
0,
1,
0,
0,
0,
-1,
-1,
0,
-2,
-2,
-2,
-3,
-3,
-4,
-4,
-4,
-4,
-6,
-6,
-6,
-7,
-7,
-7,
-8,
-8,
-8,
-9,
-9,
-10,
-10,
-10,
-11,
-12,
-11,
-12,
-12,
-12,
-13,
-13,
-13,
-13,
-14,
-15,
-14,
-16,
-16,
-15,
-16,
-16,
-16,
-16,
-17,
-18,
-17,
-18,
-17,
-18,
-18,
-18,
-19,
-20,
-20,
-20,
-20,
-20,
-20,
-21,
-21,
-21,
-21,
-21,
-21,
-21,
-22,
-22,
-22,
-22,
-22,
-22,
-23,
-24,
-23,
-24,
-23,
-23,
-24,
-24,
-24,
-24,
-24,
-25,
-24,
-25,
-24,
-24,
-25,
-24,
-24,
-24,
-25,
-24,
-24,
-25,
-26,
-24,
-24,
-25,
-25,
-25,
-24,
-25,
-24,
-25,
-24,
-24,
-24,
-25,
-24,
-24,
-25,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-24,
-23,
-24,
-23,
-23,
-22,
-24,
-22,
-22,
-22,
-21,
-21,
-21,
-21,
-21,
-20,
-20,
-20,
-20,
-20,
-20,
-20,
-20,
-19,
-18,
-19,
-19,
-18,
-18,
-18,
-17,
-17,
-17,
-17,
-16,
-16,
-16,
-16,
-16,
-15,
-15,
-15,
-14,
-14,
-14,
-14,
-13,
-12,
-12,
-12,
-12,
-12,
-11,
-11,
-10,
-10,
-10,
-9,
-9,
-9,
-8,
-8,
-8,
-8,
-8,
-6,
-6,
-6,
-5,
-5,
-6,
-4,
-4,
-4,
-4,
-3,
-2,
-2,
-3,
-1,
-1,
0,
0,
0,
0,
0,
0,
0,
1,
2,
3,
2,
3,
3,
4,
4,
4,
4,
5,
5,
5,
5,
5,
6,
6,
6,
7,
8,
8,
8,
9,
9,
9,
9,
10,
9,
11,
11,
11,
11,
12,
12,
12,
12,
13,
13,
14,
13,
14,
15,
14,
15,
15,
15,
15,
16,
16,
16,
16,
17,
16,
16,
18,
16,
18,
18,
18,
18,
19,
20,
19,
19,
19,
20,
20,
20,
20,
20,
20,
20,
20,
20,
21,
20,
20,
20,
21,
21,
21,
22,
21,
21,
22,
21,
22,
21,
22,
22,
22,
22,
22,
22,
22,
22,
22,
22,
22,
22,
22,
22,
23,
22,
23,
22,
22,
22,
22,
22,
22,
22,
22,
22,
22,
22,
22,
21,
22,
21,
22,
21,
22,
21,
20,
21,
21,
20,
21,
20,
21,
20,
20,
20,
20,
20,
20,
19,
20,
19,
20,
19,
20,
19,
18,
18,
18,
18,
18,
17,
16,
17,
18,
16,
16,
16,
16,
16,
16,
15,
15,
15,
15,
14,
14,
14,
14,
13,
13,
13,
12,
12,
12,
12,
12,
12,
12,
11,
11,
10,
10,
11,
10,
9,
9,
9,
9,
8,
8,
8,
7,
8,
7,
6,
6,
6,
4,
5,
5,
5,
4,
4,
4,
4,
4,
4,
4,
3,
2,
2,
2,
2,
1,
0,
0,
0,
0,
0,
0,
0,
-1,
-1,
-2,
-1,
-2,
-2,
-2,
-3,
-3,
