Record Length,2.500000e+03,,  -0.000050000000,  10.80000,
Sample Interval,4.000000e-08,,  -0.000049960000,  10.60000,
Trigger Point,1.250000000000e+03,,  -0.000049920000,  10.80000,
,,,  -0.000049880000,  11.00000,
,,,  -0.000049840000,  10.60000,
,,,  -0.000049800000,  10.80000,
Source,CH1,,  -0.000049760000,  10.80000,
Vertical Units,V,,  -0.000049720000,  10.60000,
Vertical Scale,5.000000e+00,,  -0.000049680000,  10.40000,
Vertical Offset,-2.000000e-01,,  -0.000049640000,  10.20000,
Horizontal Units,s,,  -0.000049600000,  10.00000,
Horizontal Scale,1.000000e-05,,  -0.000049560000,   9.60000,
Pt Fmt,Y,,  -0.000049520000,   9.40000,
Yzero,0.000000e+00,,  -0.000049480000,   9.20000,
Probe Atten,1.000000e+00,,  -0.000049440000,   8.60000,
Model Number,TBS1052B-EDU,,  -0.000049400000,   8.40000,
Serial Number,C027597,,  -0.000049360000,   7.80000,
Firmware Version,FV:v4.06,,  -0.000049320000,   7.60000,
,,,-00.000049280000,   7.20000,
,,,-00.000049240000,   6.80000,
,,,-00.000049200000,   6.40000,
,,,-00.000049160000,   5.80000,
,,,-00.000049120000,   5.40000,
,,,-00.000049080000,   5.00000,
,,,-00.000049040000,   4.40000,
,,,-00.000049000000,   3.80000,
,,,-00.000048960000,   3.20000,
,,,-00.000048920000,   2.80000,
,,,-00.000048880000,   2.20000,
,,,-00.000048840000,   1.60000,
,,,-00.000048800000,   0.80000,
,,,-00.000048760000,   0.40000,
,,,-00.000048720000,   0.00000,
,,,-00.000048680000,  -0.60000,
,,,-00.000048640000,  -1.20000,
,,,-00.000048600000,  -1.80000,
,,,-00.000048560000,  -2.20000,
,,,-00.000048520000,  -3.00000,
,,,-00.000048480000,  -3.60000,
,,,-00.000048440000,  -4.40000,
,,,-00.000048400000,  -4.60000,
,,,-00.000048360000,  -5.00000,
,,,-00.000048320000,  -5.40000,
,,,-00.000048280000,  -6.20000,
,,,-00.000048240000,  -6.60000,
,,,-00.000048200000,  -7.20000,
,,,-00.000048160000,  -7.40000,
,,,-00.000048120000,  -8.00000,
,,,-00.000048080000,  -8.40000,
,,,-00.000048040000,  -8.60000,
,,,-00.000048000000,  -8.80000,
,,,-00.000047960000,  -9.20000,
,,,-00.000047920000,  -9.40000,
,,,-00.000047880000,  -9.80000,
,,,-00.000047840000,  -9.60000,
,,,-00.000047800000, -10.00000,
,,,-00.000047760000, -10.00000,
,,,-00.000047720000, -10.00000,
,,,-00.000047680000, -10.40000,
,,,-00.000047640000, -10.20000,
,,,-00.000047600000, -10.40000,
,,,-00.000047560000, -10.40000,
,,,-00.000047520000, -10.60000,
,,,-00.000047480000, -10.40000,
,,,-00.000047440000, -10.20000,
,,,-00.000047400000, -10.00000,
,,,-00.000047360000, -10.00000,
,,,-00.000047320000,  -9.60000,
,,,-00.000047280000,  -9.60000,
,,,-00.000047240000,  -9.40000,
,,,-00.000047200000,  -9.00000,
,,,-00.000047160000,  -8.80000,
,,,-00.000047120000,  -8.60000,
,,,-00.000047080000,  -8.20000,
,,,-00.000047040000,  -7.80000,
,,,-00.000047000000,  -7.20000,
,,,-00.000046960000,  -6.80000,
,,,-00.000046920000,  -6.60000,
,,,-00.000046880000,  -6.00000,
,,,-00.000046840000,  -5.40000,
,,,-00.000046800000,  -5.00000,
,,,-00.000046760000,  -4.40000,
,,,-00.000046720000,  -3.80000,
,,,-00.000046680000,  -3.00000,
,,,-00.000046640000,  -2.80000,
,,,-00.000046600000,  -2.40000,
,,,-00.000046560000,  -1.40000,
,,,-00.000046520000,  -0.80000,
,,,-00.000046480000,  -0.60000,
,,,-00.000046440000,   0.20000,
,,,-00.000046400000,   0.60000,
,,,-00.000046360000,   1.00000,
,,,-00.000046320000,   1.80000,
,,,-00.000046280000,   2.80000,
,,,-00.000046240000,   3.00000,
,,,-00.000046200000,   3.40000,
,,,-00.000046160000,   3.80000,
,,,-00.000046120000,   4.40000,
,,,-00.000046080000,   5.00000,
,,,-00.000046040000,   5.60000,
,,,-00.000046000000,   6.00000,
,,,-00.000045960000,   6.40000,
,,,-00.000045920000,   7.00000,
,,,-00.000045880000,   7.40000,
,,,-00.000045840000,   7.60000,
,,,-00.000045800000,   8.40000,
,,,-00.000045760000,   8.80000,
,,,-00.000045720000,   9.00000,
,,,-00.000045680000,   9.20000,
,,,-00.000045640000,   9.80000,
,,,-00.000045600000,   9.80000,
,,,-00.000045560000,  10.20000,
,,,-00.000045520000,  10.40000,
,,,-00.000045480000,  10.60000,
,,,-00.000045440000,  11.00000,
,,,-00.000045400000,  10.80000,
,,,-00.000045360000,  10.60000,
,,,-00.000045320000,  11.00000,
,,,-00.000045280000,  11.00000,
,,,-00.000045240000,  11.20000,
,,,-00.000045200000,  10.80000,
,,,-00.000045160000,  11.00000,
,,,-00.000045120000,  10.80000,
,,,-00.000045080000,  10.80000,
,,,-00.000045040000,  10.40000,
,,,-00.000045000000,  10.20000,
,,,-00.000044960000,  10.20000,
,,,-00.000044920000,  10.00000,
,,,-00.000044880000,   9.60000,
,,,-00.000044840000,   9.20000,
,,,-00.000044800000,   9.20000,
,,,-00.000044760000,   8.60000,
,,,-00.000044720000,   8.40000,
,,,-00.000044680000,   8.00000,
,,,-00.000044640000,   7.40000,
,,,-00.000044600000,   7.20000,
,,,-00.000044560000,   6.60000,
,,,-00.000044520000,   6.20000,
,,,-00.000044480000,   5.60000,
,,,-00.000044440000,   5.00000,
,,,-00.000044400000,   4.60000,
,,,-00.000044360000,   4.00000,
,,,-00.000044320000,   3.60000,
,,,-00.000044280000,   2.80000,
,,,-00.000044240000,   2.40000,
,,,-00.000044200000,   1.80000,
,,,-00.000044160000,   1.20000,
,,,-00.000044120000,   0.60000,
,,,-00.000044080000,  -0.20000,
,,,-00.000044040000,  -0.40000,
,,,-00.000044000000,  -1.00000,
,,,-00.000043960000,  -1.60000,
,,,-00.000043920000,  -2.20000,
,,,-00.000043880000,  -2.80000,
,,,-00.000043840000,  -3.40000,
,,,-00.000043800000,  -3.80000,
,,,-00.000043760000,  -4.40000,
,,,-00.000043720000,  -5.00000,
,,,-00.000043680000,  -5.40000,
,,,-00.000043640000,  -5.80000,
,,,-00.000043600000,  -6.60000,
,,,-00.000043560000,  -6.80000,
,,,-00.000043520000,  -7.20000,
,,,-00.000043480000,  -7.60000,
,,,-00.000043440000,  -7.80000,
,,,-00.000043400000,  -8.40000,
,,,-00.000043360000,  -8.40000,
,,,-00.000043320000,  -9.00000,
,,,-00.000043280000,  -9.40000,
,,,-00.000043240000,  -9.60000,
,,,-00.000043200000,  -9.60000,
,,,-00.000043160000, -10.00000,
,,,-00.000043120000, -10.00000,
,,,-00.000043080000, -10.20000,
,,,-00.000043040000, -10.20000,
,,,-00.000043000000, -10.40000,
,,,-00.000042960000, -10.40000,
,,,-00.000042920000, -10.40000,
,,,-00.000042880000, -10.60000,
,,,-00.000042840000, -10.40000,
,,,-00.000042800000, -10.40000,
,,,-00.000042760000, -10.00000,
,,,-00.000042720000, -10.00000,
,,,-00.000042680000,  -9.80000,
,,,-00.000042640000,  -9.60000,
,,,-00.000042600000,  -9.00000,
,,,-00.000042560000,  -9.00000,
,,,-00.000042520000,  -9.00000,
,,,-00.000042480000,  -8.40000,
,,,-00.000042440000,  -8.00000,
,,,-00.000042400000,  -7.80000,
,,,-00.000042360000,  -7.40000,
,,,-00.000042320000,  -7.00000,
,,,-00.000042280000,  -6.60000,
,,,-00.000042240000,  -6.00000,
,,,-00.000042200000,  -5.60000,
,,,-00.000042160000,  -5.20000,
,,,-00.000042120000,  -4.60000,
,,,-00.000042080000,  -4.00000,
,,,-00.000042040000,  -3.40000,
,,,-00.000042000000,  -3.20000,
,,,-00.000041960000,  -2.20000,
,,,-00.000041920000,  -2.20000,
,,,-00.000041880000,  -1.40000,
,,,-00.000041840000,  -0.80000,
,,,-00.000041800000,  -0.20000,
,,,-00.000041760000,   0.20000,
,,,-00.000041720000,   0.80000,
,,,-00.000041680000,   1.40000,
,,,-00.000041640000,   1.60000,
,,,-00.000041600000,   2.20000,
,,,-00.000041560000,   2.60000,
,,,-00.000041520000,   3.20000,
,,,-00.000041480000,   3.80000,
,,,-00.000041440000,   4.40000,
,,,-00.000041400000,   4.80000,
,,,-00.000041360000,   5.20000,
,,,-00.000041320000,   5.80000,
,,,-00.000041280000,   6.40000,
,,,-00.000041240000,   6.60000,
,,,-00.000041200000,   7.40000,
,,,-00.000041160000,   7.60000,
,,,-00.000041120000,   8.00000,
,,,-00.000041080000,   8.20000,
,,,-00.000041040000,   8.60000,
,,,-00.000041000000,   8.80000,
,,,-00.000040960000,   9.00000,
,,,-00.000040920000,   9.60000,
,,,-00.000040880000,   9.40000,
,,,-00.000040840000,  10.20000,
,,,-00.000040800000,  10.00000,
,,,-00.000040760000,  10.20000,
,,,-00.000040720000,  10.20000,
,,,-00.000040680000,  10.40000,
,,,-00.000040640000,  10.80000,
,,,-00.000040600000,  10.20000,
,,,-00.000040560000,  10.20000,
,,,-00.000040520000,  10.40000,
,,,-00.000040480000,  10.20000,
,,,-00.000040440000,  10.00000,
,,,-00.000040400000,  10.00000,
,,,-00.000040360000,   9.80000,
,,,-00.000040320000,   9.60000,
,,,-00.000040280000,   9.20000,
,,,-00.000040240000,   9.20000,
,,,-00.000040200000,   9.00000,
,,,-00.000040160000,   8.80000,
,,,-00.000040120000,   8.20000,
,,,-00.000040080000,   8.00000,
,,,-00.000040040000,   7.60000,
,,,-00.000040000000,   7.20000,
,,,-00.000039960000,   6.80000,
,,,-00.000039920000,   6.40000,
,,,-00.000039880000,   5.80000,
,,,-00.000039840000,   5.40000,
,,,-00.000039800000,   5.00000,
,,,-00.000039760000,   4.20000,
,,,-00.000039720000,   3.80000,
,,,-00.000039680000,   3.00000,
,,,-00.000039640000,   2.60000,
,,,-00.000039600000,   2.20000,
,,,-00.000039560000,   1.40000,
,,,-00.000039520000,   1.20000,
,,,-00.000039480000,   0.60000,
,,,-00.000039440000,  -0.40000,
,,,-00.000039400000,  -0.60000,
,,,-00.000039360000,  -1.40000,
,,,-00.000039320000,  -2.00000,
,,,-00.000039280000,  -2.40000,
,,,-00.000039240000,  -3.00000,
,,,-00.000039200000,  -3.40000,
,,,-00.000039160000,  -4.20000,
,,,-00.000039120000,  -4.80000,
,,,-00.000039080000,  -5.00000,
,,,-00.000039040000,  -5.60000,
,,,-00.000039000000,  -6.00000,
,,,-00.000038960000,  -6.40000,
,,,-00.000038920000,  -7.00000,
,,,-00.000038880000,  -7.40000,
,,,-00.000038840000,  -8.00000,
,,,-00.000038800000,  -8.20000,
,,,-00.000038760000,  -8.40000,
,,,-00.000038720000,  -9.00000,
,,,-00.000038680000,  -9.20000,
,,,-00.000038640000,  -9.20000,
,,,-00.000038600000,  -9.60000,
,,,-00.000038560000, -10.20000,
,,,-00.000038520000, -10.00000,
,,,-00.000038480000, -10.20000,
,,,-00.000038440000, -10.60000,
